name,gs_email,as_chair,as_pc,as_author,papers
"Katz, Randy",@cs.Berkeley.edu,0,0,1,SOCC_17_033
"Katz-Bassett, Ethan",@columbia.edu,0,1,1,SIGCOMM_17_020
"Katzenbeisser, Stefan",@seceng.informatik.tu-darmstadt.de,0,1,0,
"Katzir, Liran",@cs.technion.ac.il,0,0,1,KDD_17_013
"Kaufmann, Antoine",@cs.washington.edu,0,0,1,NSDI_17_005
"Kaufmann, Michael",@zurich.ibm.com,0,0,1,HotCloud_17_007
"Kaul, Ambika",,0,0,1,ICDM_17_025
"Kaul, Bharat",,0,0,1,ISCA_17_002
"Kaur, Arvinder",@ipu.ac.in,0,0,1,ICPE_17_016
"Kaur, Sawinder",,0,0,1,HPCC_17_023
"Kaushik, Raghav",,0,1,1,SIGMOD_17_069
"Kavantzas, Nickolas",,0,0,1,ICDM_17_036
"Kawai, Masatoshi",,0,0,1,HPCC_17_018
"Kawarabayashi, Ken-Ichi",@nii.ac.jp,0,0,1,SIGMOD_17_084
"Kawasaki, Shohei",,0,0,1,NDSS_17_031
"Kawashima, Hideyuki",@cs.tsukuba.ac.jp,0,1,0,
"Kaxiras, Stefanos",@it.uu.se,0,1,1,ISCA_17_015
"Kaya, Kamer",@sabanciuniv.edu,0,2,2,"CCGrid_17_044,ICPP_17_051"
"Kayaaslan, Enver",@ntent.com,0,1,0,
"Kayiran, Onur",@amd.com,0,0,2,"HPCA_17_050,ISCA_17_052"
"Kazior, Michał",,0,0,1,ATC_17_011
"Ke, Huan",,0,0,2,"HotOS_17_021,SOCC_17_022"
"Keahey, Kate",@mcs.anl.gov,0,1,0,
"Keceli, Fuat",,0,0,1,ISC_17_021
"Kechadi, Tahar",,0,0,1,HPCC_17_067
"Keckler, Stephen",@cs.utexas.edu,0,1,4,"ISPASS_17_011,ISCA_17_003,MICRO_17_007,SC_17_006"
"Kecskemeti, Gabor",@ljmu.ac.uk,0,1,0,
"Kedia, Piyus",@iiitd.ac.in,0,0,1,PLDI_17_038
"Keeton, Kimberly",,0,2,2,"ASPLOS_17_010,EuroSys_17_025"
"Kehne, Jens",,0,0,2,"SYSTOR_17_004,SYSTOR_17_005"
"Keidar, Idit",@ee.technion.ac.il,0,1,3,"PPoPP_17_020,FAST_17_012,SOSP_17_031"
"Keipert, Kristopher",@iastate.edu,0,0,1,SC_17_038
"Kelbert, Florian",@acm.org,0,0,1,ATC_17_022
"Keleceni, Jakub",,0,0,1,ISC_17_020
"Keliris, Anastasis",@nyu.edu,0,0,1,NDSS_17_058
"Keller, Eric",@colorado.edu,0,0,1,NSDI_17_007
"Keller, Marcel",@bristol.ac.uk,0,1,0,
"Keller, Philipp",,0,0,1,SIGMETRICS_17_006
"Kelly, Diane",@utk.edu,0,1,1,SIGIR_17_013
"Kelly, Ivan",,0,0,1,FAST_17_012
"Kelly, Paul",@imperial.ac.uk,0,1,0,
"Kelly, Paul H J",,0,1,0,
"Keman, Huang",@mit.edu,0,0,1,CLOUD_17_003
"Kemerlis, Vasileios P.",@cs.brown.edu,0,0,1,EuroSys_17_037
"Kemme, Bettina",@cs.mcgill.ca,1,0,0,
"Kempner, Alfons",,0,0,1,CIDR_17_009
"Kenig, Batya",,0,0,2,"PODS_17_017,PODS_17_019"
"Kennedy, Oliver",@buffalo.edu,0,2,2,"CIDR_17_007,SIGMOD_17_065"
"Kenny, Joseph P.",@sandia.gov,0,0,1,CCGrid_17_012
"Kent, Kenneth",@unb.ca,0,0,1,Cluster_17_029
"Kenyon, Richard Wallace",,0,0,1,HPCC_17_015
"Keogh, Eamonn",@cs.ucr.edu,0,2,4,"ICDM_17_023,ICDM_17_036,ICDM_17_038,KDD_17_026"
"Kephart, Jeff",@us.ibm.com,0,1,0,
"Keppeler, Jens",,0,0,1,PODS_17_003
"Kerbyson, Darren J.",,0,1,2,"IPDPS_17_032,SC_17_031"
"Keren, Daniel",,0,0,1,IPDPS_17_001
"Kermarrec, Anne-Marie",@inria.fr,0,2,1,SIGIR_17_067
"Keromytis, Angelos D.",@cs.columbia.edu,0,0,4,"EuroSys_17_037,SP_17_015,SP_17_030,CCS_17_133"
"Kersten, Martin",@cwi.nl,0,0,1,CIDR_17_028
"Kersting, Kristian",@cs.tu-darmstadt.de,0,2,1,ICDM_17_021
"Kesavan, Aniraj",@cs.utah.edu,0,0,1,SOSP_17_024
"Kesavan, Ram",,0,0,3,"FAST_17_001,FAST_17_014,ICPP_17_027"
"Keshav, Srinivasan",@uwaterloo.ca,0,0,1,CoNEXT_17_005
"Kesidis, George",@engr.psu.edu,0,0,4,"EuroSys_17_041,SIGMETRICS_17_017,MASCOTS_17_013,MASCOTS_17_020"
"Keskustalo, Heikki",@uta.fi,0,1,0,
"Keslassy, Isaac",@ee.technion.ac.il,0,0,2,"SIGCOMM_17_033,CoNEXT_17_030"
"Kessler, Peter",,0,1,0,
"Kester, Michael",,0,0,1,SIGMOD_17_088
"Kestor, Gokcen",@ornl.gov,0,1,3,"IPDPS_17_040,ICPP_17_001,Cluster_17_048"
"Ketkar, Ameya",@oregonstate.edu,0,0,1,OOPSLA_17_060
"Ketsman, Bas",@uhasselt.be,0,0,1,PODS_17_002
"Kettimuthu, Rajkumar",,0,0,2,"HPDC_17_014,HPDC_17_016"
"Keusch, Ralph",,0,0,1,PODC_17_032
"Keyes, David E.",@kaust.edu.sa,1,0,3,"ISC_17_002,ISC_17_005,EuroPar_17_026"
"Khabsa, Madian",@microsoft.com,0,0,1,SIGIR_17_017
"Khailany, Brucek",@cva.stanford.edu,0,0,1,ISCA_17_003
"Khairunnesa, Samantha Syeda",,0,0,1,OOPSLA_17_019
"Khaitan, Harshit",,0,0,1,ISCA_17_001
"Khaldi, Dounia",,0,1,0,
"Khaledi, Mehrdad",@rpi.edu,0,0,1,MobiCom_17_018
"Khaledi, Mojgan",,0,0,1,MobiCom_17_018
"Khalifa, Sara",@cse.unsw.edu.au,0,0,1,NDSS_17_016
"Khalil, Issa",@hbku.edu.qa,0,0,1,CCS_17_027
"Khalil, Karim",@ucr.edu,0,0,1,CoNEXT_17_026
"Khalil, Rami",@ethz.ch,0,0,1,CCS_17_028
"Khamis, Mahmoud Abo",@buffalo.edu,0,0,1,PODS_17_013
"Khammassi, Nader",,0,0,1,MICRO_17_061
"Khan, Asif",@stanford.edu,0,0,1,SIGMOD_17_094
"Khan, Latifur",@utdallas.edu,0,1,1,CCS_17_075
"Khan, Mohammad Emtiyaz",,0,0,1,SP_17_042
"Khan, Mohammad Maifi Hasan",@engr.uconn.edu,0,0,1,CLOUD_17_005
"Khan, Omer",@uconn.edu,0,3,1,IPDPS_17_026
"Khan, Samira",@virginia.edu,0,4,3,"HPCA_17_016,SIGMETRICS_17_013,MICRO_17_005"
"Khan, Shahbaz",@cse.iitk.ac.in,0,0,1,SPAA_17_020
"Khandelwal, Anurag",@berkeley.edu,0,0,1,SIGMOD_17_051
"Khanna, Sanjeev",@cis.upenn.edu,0,0,2,"SPAA_17_025,PLDI_17_041"
"Khare, Alind",,0,0,1,HiPC_17_016
"Kharitonov, Evgeny",@research.gla.ac.uk,0,1,0,
"Khasawneh, Khaled N.",@ucr.edu,0,0,2,"MICRO_17_020,MICRO_17_026"
"Khatamifard, S. Karen",@umn.edu,0,0,1,ISCA_17_010
"Khatouni, Ali Safari",@polito.it,0,0,1,MobiCom_17_005
"Khazaei, Koorosh",,0,0,1,EuroSys_17_014
"Khazraee, Moein",,0,0,1,ASPLOS_17_035
"Khemka, Bhavesh",@colostate.edu,0,1,0,
"Kheradmand, Ali",@illinois.edu,0,0,1,NSDI_17_042
"Kho, Jonathan",@gatech.edu,0,0,1,CCGrid_17_044
"Khoffi, Ismail",@epfl.ch,0,0,1,SP_17_037
"Khojastepour, Amir",,0,0,1,CoNEXT_17_004
"Khojastepour, Mohammad A.",@nec-labs.com,0,0,1,MobiCom_17_020
"Kholidy, Hisham A.",@dasi.msstate.edu,0,0,1,Cluster_17_028
"Kholkar, Deepali",,0,0,1,SLE_17_004
"Kholy, Ahmed El",@columbia.edu,0,0,1,SIGIR_17_017
"Khot, Vinayak",,0,0,1,NSDI_17_004
"Khuller, Samir",@cs.umd.edu,0,1,0,
"Khurd, Parmeshwar",@clio.mil.sunysb.edu,0,0,1,ICPP_17_020
"Khurshid, Sarfraz",@ece.utexas.edu,0,0,1,OOPSLA_17_011
"Ki, Kwang In",@bath.ac.uk,0,0,1,NDSS_17_018
"Ki, Taeyeon",@buffalo.edu,0,0,1,MobiCom_17_030
"Kiayias, Aggelos",@ed.ac.uk,0,2,0,
"Kiciman, Emre",@microsoft.com,0,1,0,
"Kiefer, Tim",,0,0,1,CIDR_17_010
"Kiesel, Johannes",@uni-weimar.de,0,0,1,NDSS_17_017
"Kihm, Jaeyeon",,0,0,1,ISPASS_17_004
"Kikot, Stanislav",@dcs.bbk.ac.uk,0,0,1,PODS_17_005
"Kikuchi, Ryo",,0,0,1,SIGMOD_17_030
"Kikura, Keisuke",,0,0,1,IPDPS_17_021
"Killebrew, Daniel",,0,0,1,ISCA_17_001
"Killick, Rebecca",@lancs.ac.uk,0,0,1,OOPSLA_17_065
"Kim, Albert",,0,0,1,CIDR_17_015
"Kim, Beom Heyn",@cs.toronto.edu,0,0,1,HotOS_17_007
"Kim, Byungseok",,0,0,1,HotStorage_17_013
"Kim, Changhoon",@barefootnetworks.com,0,1,5,"NSDI_17_005,SIGCOMM_17_016,SIGCOMM_17_022,SOSP_17_008,CoNEXT_17_030"
"Kim, Changsu",,0,0,1,HiPC_17_029
"Kim, Channoh",@skku.edu,0,0,1,ASPLOS_17_006
"Kim, Daehoon",@illinois.edu,0,0,2,"HPCA_17_003,ISPASS_17_002"
"Kim, Daeyoung",@kaist.ac.kr,0,0,2,"ICPE_17_017,Cluster_17_030"
"Kim, Dohyeun",@jejunu.ac.kr,0,0,1,Cluster_17_030
"Kim, Dohyun",@kaist.ac.kr,0,0,1,CCS_17_013
"Kim, Dongchul",@utrgv.edu,0,0,1,SIGMOD_17_011
"Kim, Donghoon",,0,0,1,ICPP_17_021
"Kim, Donghwi",@kaist.ac.kr,0,0,1,NSDI_17_008
"Kim, Doowon",@cs.umd.edu,0,0,2,"SP_17_010,CCS_17_090"
"Kim, Dooyoung",@jh.edu,0,0,1,ASPLOS_17_006
"Kim, Duckhwan",@gatech.edu,0,0,1,ISCA_17_031
"Kim, Eun Jung",@cse.tamu.edu,0,0,1,IPDPS_17_070
"Kim, Geon-Woo",,0,0,1,EuroSys_17_005
"Kim, Gwangsun",@arm.com,0,0,2,"ASPLOS_17_052,SC_17_027"
"Kim, Hanjun",@postech.ac.kr,0,0,2,"MICRO_17_044,HiPC_17_029"
"Kim, Heehoon",,0,0,1,ISPASS_17_019
"Kim, Hideaki",@nttdata.co.jp,0,0,1,SIGMOD_17_060
"Kim, Hun-Seok",@umich.edu,0,0,2,"ISCA_17_005,MobiCom_17_017"
"Kim, Hwanju",@emc.com,0,0,1,FAST_17_024
"Kim, Hyeonggyu",@kaist.ac.kr,0,0,1,HPCA_17_014
"Kim, Hyesoon",@cc.gatech.edu,0,1,3,"HPCA_17_034,IPDPS_17_059,IISWC_17_007"
"Kim, Hyojeong",,0,0,1,SIGCOMM_17_020
"Kim, Hyojong",@gatech.edu,0,0,2,"HPCA_17_034,IPDPS_17_059"
"Kim, Hyoungshick",@skku.edu,0,0,1,SP_17_049
"Kim, Hyukjoong",@skku.edu,0,0,1,FAST_17_019
"Kim, I Luk",@purdue.edu,0,0,1,NDSS_17_066
"Kim, Jae Eun",,0,0,1,Cluster_17_023
"Kim, Jaeho",@unist.ac.kr,0,0,1,HotStorage_17_013
"Kim, Jaehyeok",@skku.edu,0,0,1,ASPLOS_17_006
"Kim, Jaewook",,0,0,1,Cluster_17_030
"Kim, Jangwoo",@snu.ac.kr,0,1,2,"ISPASS_17_007,MICRO_17_044"
"Kim, Jeongnim",@intel.com,0,0,2,"IPDPS_17_022,SC_17_035"
"Kim, Jeremie S.",@andrew.cmu.edu,0,0,2,"ISCA_17_020,MICRO_17_023"
"Kim, Ji",,0,0,1,MICRO_17_057
"Kim, Jihong",@davinci.snu.ac.kr,0,0,1,ATC_17_057
"Kim, Jik-Soo",@kisti.re.kr,0,0,1,Cluster_17_032
"Kim, Jinchun",@tamu.edu,0,0,1,ASPLOS_17_050
"Kim, Jinsung",@osu.edu,0,0,1,PACT_17_003
"Kim, Jinyoung",,0,0,1,SIGIR_17_027
"Kim, Jiwon",,0,0,1,HotStorage_17_005
"Kim, John",@kaist.edu,0,2,2,"ASPLOS_17_052,ISCA_17_053"
"Kim, Jong-Kook",@korea.ac.kr,0,1,0,
"Kim, Jonguk",,0,0,1,SOCC_17_028
"Kim, Jongyul",,0,0,1,SOCC_17_028
"Kim, Joon Kyung",@gatech.edu,0,0,1,MICRO_17_028
"Kim, Juhyun",,0,0,1,HiPC_17_029
"Kim, Jung",@cse.tamu.edu,0,0,1,ISCA_17_051
"Kim, Jung Hyun",@asu.edu,0,0,1,SIGIR_17_053
"Kim, Jungwon",@ornl.gov,0,0,2,"IPDPS_17_113,SC_17_053"
"Kim, Kee Sung",,0,0,1,CCS_17_091
"Kim, Kiyeon",,0,0,1,NSDI_17_011
"Kim, Kyu-Han",@hpe.com,0,0,2,"MobiCom_17_002,CoNEXT_17_014"
"Kim, Kyu-Hyoun",,0,0,1,MICRO_17_003
"Kim, Kyung Ho",,0,0,1,FAST_17_019
"Kim, Kyung Hoon",@khu.ac.kr,0,0,1,IPDPS_17_070
"Kim, Kyungjoo",@sandia.gov,0,0,1,SC_17_054
"Kim, Martha",@cs.columbia.edu,0,2,0,
"Kim, Martha A.",@cs.columbia.edu,0,0,1,MICRO_17_008
"Kim, Min-Soo",@dgist.ac.kr,0,0,1,SIGMOD_17_053
"Kim, Minho",,0,0,1,NSDI_17_011
"Kim, Minkyu",,0,0,1,CCS_17_091
"Kim, Miryung",@cs.ucla.edu,0,0,1,SOCC_17_038
"Kim, Nam Sung",@illinois.edu,0,1,7,"HPCA_17_003,HPCA_17_046,ISPASS_17_002,IPDPS_17_009,IISWC_17_008,IISWC_17_012,MICRO_17_027"
"Kim, Namho",@snu.ac.kr,0,0,1,ASPLOS_17_006
"Kim, Sang-Hoon",@vt.edu,0,0,1,HotOS_17_018
"Kim, Sangwook",@skku.edu,0,0,2,"FAST_17_024,HotStorage_17_017"
"Kim, Seikwon",MISSING,0,0,1,PACT_17_014
"Kim, Seongbeom",@buffalo.edu,0,0,1,IISWC_17_021
"Kim, Seongmin",@kaist.ac.kr,0,0,2,"NDSS_17_050,NSDI_17_010"
"Kim, Seulbae",@korea.ac.kr,0,0,1,SP_17_055
"Kim, Songkuk",MISSING,0,0,1,HPCC_17_049
"Kim, Soontae",@kaist.ac.kr,0,0,1,HPCA_17_014
"Kim, Su Yong",,0,0,1,ATC_17_052
"Kim, Sung",,0,0,1,IISWC_17_024
"Kim, Sung-Hun",@csl.skku.edu,0,0,1,HotStorage_17_017
"Kim, Sungmin",@skku.edu,0,0,1,ASPLOS_17_006
"Kim, Taeeun",,0,0,1,SIGCOMM_17_002
"Kim, Taehoon",@kaist.ac.kr,0,0,1,PACT_17_014
"Kim, Taejeong",,0,0,1,ICDM_17_063
"Kim, Taesoo",@gatech.edu,0,3,10,"NDSS_17_050,NDSS_17_051,NSDI_17_010,EuroSys_17_015,ATC_17_021,ATC_17_046,ATC_17_052,CCS_17_024,CCS_17_134,CCS_17_143"
"Kim, Wonbae",@unist.ac.kr,0,0,3,"CCGrid_17_006,CLOUD_17_029,Cluster_17_032"
"Kim, Woo-Hwan",,0,0,1,CCS_17_091
"Kim, Wook-Hee",@unist.ac.kr,0,0,1,ASPLOS_17_007
"Kim, Yongdae",@kaist.ac.kr,0,2,1,CCS_17_013
"Kim, Yoonseung",,0,0,1,PLDI_17_047
"Kim, Younghoon",,0,0,1,NSDI_17_011
"Kim, Youngjae",@sogang.ac.kr,0,0,4,"CCGrid_17_057,HotStorage_17_010,SC_17_005,SC_17_021"
"Kim, Youngsok",@snu.ac.kr,0,0,1,MICRO_17_044
"Kimelfeld, Benny",@cs.technion.ac.il,0,1,4,"PODS_17_010,PODS_17_015,PODS_17_017,PODS_17_019"
"Kimovski, Dragi",,0,1,1,CCGrid_17_022
"Kimura, Hideaki",@cs.brown.edu,0,0,1,CIDR_17_026
"Kincaid, Zachary",@cs.princeton.edu,0,1,1,PLDI_17_013
"Kindratenko, Volodymyr",@illinois.edu,0,1,0,
"King, Alistair",@caida.org,0,0,1,IMC_17_007
"King, Irwin",@cse.cuhk.edu.hk,0,1,1,SIGIR_17_005
"Kini, Dileep",@illinois.edu,0,0,1,PLDI_17_017
"Kinsy, Michel",@bu.edu,0,1,0,
"Kintis, Panagiotis",,0,0,1,CCS_17_036
"Kirda, Engin",@ccs.neu.edu,0,2,1,NDSS_17_010
"Kirsch, Christoph",@cs.uni-salzburg.at,0,1,0,
"Kiseleva, Julia",@tue.nl,0,1,0,
"Kislal, Orhan",@psu.edu,0,0,1,MICRO_17_053
"Kisner, Sherman",,0,0,1,PPoPP_17_024
"Kissinger, Thomas",,0,0,1,EuroPar_17_027
"Kitowski, Jacek",@agh.edu.pl,0,1,0,
"Kittur, Aniket",@cs.cmu.edu,0,0,1,KDD_17_027
"Kjeldsberg, Per Gunnar",@ntnu.no,0,0,1,SC_17_037
"Kjolstad, Fredrik",@csail.mit.edu,0,0,1,OOPSLA_17_054
"Klaassen, Uma",,0,1,0,
"Klarman, Uri",,0,0,1,CoNEXT_17_007
"Klasky, Scott",@ornl.gov,0,3,8,"HPDC_17_015,HotStorage_17_021,Cluster_17_006,Cluster_17_059,Cluster_17_062,MASCOTS_17_015,SC_17_008,HPCC_17_001"
"Klawonn, Axel",@math.uni-koeln.de,0,1,0,
"Klein, Cristian",@cs.umu.se,0,0,2,"CCGrid_17_070,SOCC_17_005"
"Klein, Kevin",,0,0,1,SLE_17_024
"Kleinberg, Jon",@cs.cornell.edu,0,0,1,KDD_17_020
"Klemm, Michael",@dontknow.de,0,2,0,
"Klenk, Benjamin",@ziti.uni-heidelberg.de,0,0,2,"IPDPS_17_084,ISC_17_012"
"Kleppmann, Martin",@cl.cam.ac.uk,0,0,1,OOPSLA_17_064
"Klimovic, Ana",@stanford.edu,0,0,2,"ASPLOS_17_024,HotStorage_17_002"
"Kline, Donald",@pitt.edu,0,0,2,"IGSC_17_004,IGSC_17_019"
"Klinec, Dusan",@mail.muni.cz,0,0,2,"CCS_17_099,CCS_17_101"
"Kling, Peter",@sfu.ca,0,0,3,"IPDPS_17_020,SPAA_17_022,PODC_17_030"
"Kliot, Gabriel",@google.com,0,0,1,OOPSLA_17_024
"Kloeckner, Andreas",@illinois.edu,0,1,0,
"Kloosterman, John",@umich.edu,0,0,1,MICRO_17_015
"Klooß, Michael",,0,0,1,CCS_17_097
"Kluge, Michael",@tu-dresden.de,0,2,0,
"Klymko, Christine",@llnl.gov,0,2,1,Cluster_17_001
"Klüppelholz, Sascha",@tcs.inf.tu-dresden.de,0,0,1,HotOS_17_015
"Knepley, Matthew",@buffalo.edu,0,2,0,
"Knepper, Sarah",,0,1,1,SC_17_054
"Knight, Samuel",,0,0,1,CCGrid_17_012
"Knottenbelt, William .J.",@doc.ic.ac.uk,0,0,1,MASCOTS_17_009
"Knowles, Peter",@Cardiff.ac.uk,0,0,1,SOSP_17_006
"Knuepfer, Andreas",@tu-dresden.de,0,2,0,
"Knüpfer, Andreas",@tu-dresden.de,0,1,0,
"Ko, Gihyuk",@andrew.cmu.edu,0,0,1,CCS_17_074
"Ko, Hsien-Ju",,0,1,0,
"Ko, Steven Y.",@buffalo.edu,0,0,1,MobiCom_17_030
"Kobeissi, Nadim",@nadim.computer,0,0,1,SP_17_056
"Kobren, Ari",@cs.umass.edu,0,0,1,KDD_17_037
"Kobusinska, Anna",@cs.put.poznan.pl,0,1,0,
"Koch, Andy",,0,0,1,ISCA_17_001
"Koch, Christoph",@epfl.ch,0,0,2,"SIGMOD_17_001,SIGMOD_17_078"
"Koch, Simon",,0,0,1,CCS_17_109
"Kocsis, Mihai",,0,0,1,HPCC_17_024
"Kode, Usharee",,0,0,1,SOSP_17_027
"Koehly, Laura",,0,0,1,ICDM_17_032
"Koenig, Gregory",,0,1,1,HCW_17_005
"Koeplinger, David",@stanford.edu,0,0,1,ISCA_17_030
"Kogan, Alex",@oracle.com,0,1,1,PODC_17_021
"Kogan, Dmitry",@cs.stanford.edu,0,0,1,CCS_17_061
"Kogias, Eleftherios Kokoris",,0,0,1,SP_17_037
"Kogias, Marios",,0,0,1,SOSP_17_020
"Koh, Changyoung",,0,0,1,MobiCom_17_032
"Koh, Cheng-Kok",,0,0,1,CoNEXT_17_019
"Koh, Sungjoon",,0,0,1,IISWC_17_008
"Kohler, Eddie",@seas.harvard.edu,0,2,0,
"Kohlweiss, Markulf",@microsoft.com,0,0,1,SP_17_023
"Kohno, Tadayoshi",@cs.washington.edu,0,0,2,"SP_17_039,CCS_17_108"
"Koibuchi, Michihiro",@nii.ac.jp,0,2,3,"HPCA_17_035,ICPP_17_033,Cluster_17_018"
"Kolda, Tamara G.",@sandia.gov,0,2,0,
"Koldehofe, Boris",@kom.tu-darmstadt.de,0,0,1,Middleware_17_005
"Kolesnikov, Vladimir",@research.bell-labs.com,0,0,2,"CCS_17_001,CCS_17_078"
"Koley, Bikash",,0,0,1,SIGCOMM_17_002
"Koll, David",@cs.uni-goettingen.de,0,0,1,CCGrid_17_017
"Koller, Ricardo",@us.ibm.com,0,1,2,"VEE_17_008,HotOS_17_004"
"Kolli, Aasheesh",@umich.edu,0,0,1,ISCA_17_037
"Kolodziej, Joanna",@pk.edu.pl,0,1,0,
"Koltsidas, Ioannis",,0,0,1,SYSTOR_17_008
"Komatsu, Kazuhiko",,0,0,1,HiPC_17_014
"Kommireddy, Akhilesh",@cse.iitb.ac.in,0,0,1,ICPE_17_010
"Komu, Miika",@aalto.fi,0,0,1,CCGrid_17_016
"Kon, Fabio",@ime.usp.br,0,2,0,
"Konagurthu, Arun",,0,1,0,
"Kondameedi, Vineetha",,0,0,1,CCGrid_17_060
"Kondo, Masaaki",@hal.ipc.iu-tokyo.ac.jp,0,2,2,"IPDPS_17_072,IPDPS_17_094"
"Kong, Deguang",@yahoo-inc.com,0,1,0,
"Kong, Deqian",@bjtu.edu.cn,0,0,1,HPCA_17_033
"Kong, Jun",@emory.edu,0,0,1,Cluster_17_003
"Kong, Lingyan",,0,0,1,ICPP_17_005
"Kong, Weize",@cs.umass.edu,0,1,0,
"Kong, Xiangnan",@wpi.edu,0,2,1,ICDM_17_002
"Koning, Koen",@vu.nl,0,0,1,EuroSys_17_038
"Konka, Pavan",,0,0,1,ATC_17_028
"Kono, Kenji",@ics.keio.ac.jp,0,0,1,SOCC_17_007
"Konomis, Dimitris",,0,0,1,NSDI_17_036
"Konradi, Alex",,0,0,1,SOSP_17_017
"Konstantinidis, George",@cs.ox.ac.uk,0,1,1,PODS_17_009
"Konstantinou, Alexander V.",,0,1,0,
"Konstanty, Steven",,0,0,1,CCGrid_17_002
"Kontchakov, Roman",@dcs.bbk.ac.uk,0,0,1,PODS_17_005
"Kontovasilis, Kimon",,0,0,1,MobiCom_17_010
"Konwar, Kishori",@mit.edu,0,1,1,PODC_17_007
"Koo, Donghun",,0,0,1,Cluster_17_025
"Koo, Gunjae",@usc.edu,0,0,2,"ISCA_17_024,MICRO_17_016"
"Koo, Jinkyu",@purdue.edu,0,0,1,SP_17_035
"Kopinsky, Justin",,0,0,1,PODC_17_025
"Koponen, Teemu",,0,2,0,
"Korczynski, David",@cs.ox.ac.uk,0,0,1,CCS_17_105
"Korczyński, Maciej",,0,0,1,CCS_17_035
"Koren, Israel",@ecs.umass.edu,0,1,1,SC_17_019
"Korhonen, Janne H.",@aalto.fi,0,0,1,PODC_17_010
"Kormann, Katharina",@ipp.mpg.de,0,0,1,ISC_17_013
"Kornmayer, Harald",,0,1,0,
"Korth, Hank",@lehigh.edu,0,1,0,
"Kosar, Tevfik",@buffalo.edu,0,2,0,
"Kosba, Ahmed",@cs.umd.edu,0,0,1,CCS_17_044
"Koskinen, Eric",,0,0,2,"PODC_17_027,PLDI_17_001"
"Koslovski, Guilherme",@joinville.udesc.br,0,0,1,CCGrid_17_063
"Kossmann, Donald",,1,0,2,"CIDR_17_032,SIGMOD_17_069"
"Kostic, Dejan",@kth.se,0,1,0,
"Kosticć, Dejan",,0,0,1,EuroSys_17_030
"Kostić, Dejan",@kth.se,0,1,0,
"Kot, Lucja",,0,1,0,
"Kotalik, Justin",,0,0,1,IPDPS_17_052
"Kotaru, Manikanta",,0,0,1,CoNEXT_17_013
"Kothapalli, Kishore",@iiit.ac.in,0,3,2,"ICPP_17_006,HiPC_17_018"
"Kotla, Rama",,0,1,0,
"Kotla, Ramakrishna",MISSING,0,1,0,
"Kotov, Alexander",@wayne.edu,0,1,0,
"Kotowicz, Krzysztof",,0,0,1,CCS_17_106
"Kotra, Jagadish",@cse.psu.edu,0,0,3,"ASPLOS_17_049,MASCOTS_17_016,IISWC_17_021"
"Kotselidis, Christos",@manchester.ac.uk,0,0,2,"VEE_17_006,ISPASS_17_001"
"Kotsogiannis, Ios",@cs.duke.edu,0,0,1,SIGMOD_17_027
"Kotz, David",@cs.dartmouth.edu,0,1,0,
"Kotzias, Platon",@imdea.org,0,0,1,SP_17_002
"Kou, Ngai Meng",@umac.mo,0,0,1,SIGMOD_17_035
"Kouki, Pigi",@ucsc.edu,0,0,1,ICDM_17_032
"Kounev, Samuel",@kit.edu,0,2,0,
"Kountouras, Athanasios",@gatech.edu,0,0,1,CCS_17_070
"Kouranov, Fedor",,0,0,1,SIGCOMM_17_030
"Kourtellis, Nicolas",@mail.usf.edu,0,1,2,"IMC_17_010,IMC_17_024"
"Kourtis, Kornilios",@zurich.ibm.com,0,0,2,"SYSTOR_17_008,HotCloud_17_007"
"Koushanfar, Farinaz",@ucsd.edu,0,2,1,NDSS_17_030
"Koutis, Ioannis",@upr.edu,0,1,0,
"Koutra, Danai",@umich.edu,0,0,2,"ICDM_17_050,ICDM_17_057"
"Koutris, Paraschos",@cs.washington.edu,0,2,1,SIGMOD_17_056
"Koutsonikolas, Dimitrios",@buffalo.edu,0,1,1,CoNEXT_17_004
"Kouwe, Erik Van Der",@cs.vu.nl,0,0,1,EuroSys_17_032
"Kovatch, Patricia",@mssm.edu,0,1,0,
"Kowalczyk, Ryszard",@swin.edu.au,0,0,1,CCGrid_17_046
"Kowalski, Karol",@pnnl.gov,0,0,1,PPoPP_17_026
"Koziol, Quincey",,0,1,1,Cluster_17_037
"Koziolek, Anne",@kit.edu,1,0,0,
"Koziolek, Heiko",@de.abb.com,0,1,0,
"Koziris, Nectarios",@cslab.ece.ntua.gr,0,1,2,"ICPP_17_030,PACT_17_001"
"Kozuch, Michael A.",@cmu.edu,0,2,2,"SOCC_17_044,MICRO_17_023"
"Kozyrakis, Christos",@stanford.edu,0,1,5,"ASPLOS_17_024,ASPLOS_17_041,ASPLOS_17_051,ISCA_17_030,ATC_17_012"
"KöSe, SelçUk",@usf.edu,0,0,1,ISCA_17_010
"Krafft, Peter",@mit.edu,0,0,1,PODC_17_005
"Kramer, Lucas",,0,0,1,OOPSLA_17_041
"Kramer, Stefan",@in.tum.de,0,1,0,
"Kranakis, Evangelos",@scs.carleton.ca,0,1,0,
"Kranzlmueller, Dieter",,0,2,0,
"Kranzlmüller, Dieter",,0,1,0,
"Krasic, Charles",,0,0,1,SIGCOMM_17_030
"Kraska, Tim",@cs.berkeley.edu,0,3,3,"CIDR_17_024,SIGMOD_17_039,SIGMOD_17_058"
"Krause, Alexander",,0,0,1,EuroPar_17_027
"Krause, Rolf",,0,1,0,
